,tweet_id,user_id,text,created_at,label,Drug Name Extracted,Drug Name Normalized,txt_tokenized,txt_tagged,prediction,pattern_matching
697,824493625249828864,103809388,"RT @Rozlyn_Akinyi: @K24Tv @Amina_Kenya @eunicegatonye No, marriage is a choice. Society just propels our thoughts towards it.",2017-01-26 05:46:13,0,,,"['rt', '@rozlyn_akinyi', ':', '@k24tv', '@amina_kenya', '@eunicegatonye', 'no', ',', 'marriage', 'is', 'a', 'choice', '.', 'society', 'just', 'propels', 'our', 'thoughts', 'towards', 'it', '.']","['rt', '@rozlyn_akinyi', ':', '@k24tv', '@amina_kenya', '@eunicegatonye', 'no', ',', 'marriage', 'is', 'a', 'choice', '.', 'society', 'just', 'propels', 'our', 'thoughts', 'towards', 'it', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
888,862683255165693956,3022717963,@Ourlittlelife_ That's a good idea. My dr prescribed me one last year for this so I probably need another one,2017-05-11 14:58:10,0,,,"['@ourlittlelife_', ""that's"", 'a', 'good', 'idea', '.', 'my', 'dr', 'prescribed', 'me', 'one', 'last', 'year', 'for', 'this', 'so', 'i', 'probably', 'need', 'another', 'one']","['@ourlittlelife_', ""that's"", 'a', 'good', 'idea', '.', 'my', 'dr', 'prescribed', 'me', 'one', 'last', 'year', 'for', 'this', 'so', 'i', 'probably', 'need', 'another', 'one']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
489,903961856636792832,34312364,"I have profound back pain, but also have to babysit at 9:30, so my mom prescribed me a THC gummy. Lmao",2017-09-02 12:44:36,0,,,"['i', 'have', 'profound', 'back', 'pain', ',', 'but', 'also', 'have', 'to', 'babysit', 'at', '9:30', ',', 'so', 'my', 'mom', 'prescribed', 'me', 'a', 'thc', 'gummy', '.', 'lmao']","['i', 'have', 'profound', 'back', 'pain', ',', 'but', 'also', 'have', 'to', 'babysit', 'at', '9:30', ',', 'so', 'my', 'mom', 'prescribed', 'me', 'a', 'thc', 'gummy', '.', 'lmao']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
118,766880677966942208,310006901,"@Angelgoodd is that a prescription? Bcc they prescribed me something, I just can't get it bcc I'm not about to pay out of pocket",2016-08-20 06:12:56,0,,,"['@angelgoodd', 'is', 'that', 'a', 'prescription', '?', 'bcc', 'they', 'prescribed', 'me', 'something', ',', 'i', 'just', ""can't"", 'get', 'it', 'bcc', ""i'm"", 'not', 'about', 'to', 'pay', 'out', 'of', 'pocket']","['@angelgoodd', 'is', 'that', 'a', 'prescription', '?', 'bcc', 'they', 'prescribed', 'me', 'something', ',', 'i', 'just', ""can't"", 'get', 'it', 'bcc', ""i'm"", 'not', 'about', 'to', 'pay', 'out', 'of', 'pocket']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
54,862117011173900288,972616321,OMG Kid #2 is always looking for meds or a band aid for some imaginary ailment and I don't have time.,2017-05-10 01:28:07,0,,,"['omg', 'kid', '#', '2', 'is', 'always', 'looking', 'for', 'meds', 'or', 'a', 'band', 'aid', 'for', 'some', 'imaginary', 'ailment', 'and', 'i', ""don't"", 'have', 'time', '.']","['omg', 'kid', '#', '2', 'is', 'always', 'looking', 'for', 'meds', 'or', 'a', 'band', 'aid', 'for', 'some', 'imaginary', 'ailment', 'and', 'i', ""don't"", 'have', 'time', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
890,432207067403653121,1070462030,How to make Fenugreek Seed Hair Pack for Dandruff?IngredientsFenugreek seedsWaterProcedureTake a small... http://t.co/aWLMrqCEiA,2014-02-08 17:39:29,0,,,"['how', 'to', 'make', 'fenugreek', 'seed', 'hair', 'pack', 'for', 'dandruff', '?', 'ingredientsfenugreek', 'seedswaterproceduretake', 'a', 'small', '...', 'http://t.co/awlmrqceia']","['how', 'to', 'make', 'fenugreek', 'seed', 'hair', 'pack', 'for', 'dandruff', '?', 'ingredientsfenugreek', 'seedswaterproceduretake', 'a', 'small', '...', 'http://t.co/awlmrqceia']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
323,679062523216158720,3246517824,"I'm so thankful for the blessings in my life; my girls, my man, my fam &amp; the oppertunites ive been given in life 😇",2015-12-21 22:14:56,0,,,"[""i'm"", 'so', 'thankful', 'for', 'the', 'blessings', 'in', 'my', 'life', ';', 'my', 'girls', ',', 'my', 'man', ',', 'my', 'fam', '&', 'the', 'oppertunites', 'ive', 'been', 'given', 'in', 'life', '😇']","[""i'm"", 'so', 'thankful', 'for', 'the', 'blessings', 'in', 'my', 'life', ';', 'my', 'girls', ',', 'my', 'man', ',', 'my', 'fam', '&', 'the', 'oppertunites', 'ive', 'been', 'given', 'in', 'life', '😇']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
240,442196564153335808,1416892110,so far the inhaler isn't helping :\ I may end up waking my mom up to bring me somewhere,2014-03-08 07:14:11,0,,,"['so', 'far', 'the', 'inhaler', ""isn't"", 'helping', ':\\', 'i', 'may', 'end', 'up', 'waking', 'my', 'mom', 'up', 'to', 'bring', 'me', 'somewhere']","['so', 'far', 'the', 'inhaler', ""isn't"", 'helping', ':\\', 'i', 'may', 'end', 'up', 'waking', 'my', 'mom', 'up', 'to', 'bring', 'me', 'somewhere']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
106,360150255288852481,591501373,Every body allways say we look cutee we look Like a happy couple; but y'all don't know wtf me and Angelo Go Threw &lt;|3 :-(,2013-07-24 21:31:26,0,,,"['every', 'body', 'allways', 'say', 'we', 'look', 'cutee', 'we', 'look', 'like', 'a', 'happy', 'couple', ';', 'but', ""y'all"", ""don't"", 'know', 'wtf', 'me', 'and', 'angelo', 'go', 'threw', '<', '|', '3', ':-(']","['every', 'body', 'allways', 'say', 'we', 'look', 'cutee', 'we', 'look', 'like', 'a', 'happy', 'couple', ';', 'but', ""y'all"", ""don't"", 'know', 'wtf', 'me', 'and', 'angelo', 'go', 'threw', '<', '|', '3', ':-(']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
485,868851779026530307,20995922,"https://t.co/3Qf9kltAarMusic Maker Relief Foundation. A worthy cause if you love the blues, (&amp; being a good person.) https://t.co/edBYZeIRLN",2017-05-28 15:29:41,0,,,"['https://t.co/3qf9kltaarmusic', 'maker', 'relief', 'foundation', '.', 'a', 'worthy', 'cause', 'if', 'you', 'love', 'the', 'blues', ',', '(', '&', 'being', 'a', 'good', 'person', '.', ')', 'https://t.co/edbyzeirln']","['https://t.co/3qf9kltaarmusic', 'maker', 'relief', 'foundation', '.', 'a', 'worthy', 'cause', 'if', 'you', 'love', 'the', 'blues', ',', '(', '&', 'being', 'a', 'good', 'person', '.', ')', 'https://t.co/edbyzeirln']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
837,347711602918834176,23647729,@Greenspeak Random question. Were you able to bring your dog on the plane as a carry-on? I've always wanted to take my puppy with me,2013-06-20 13:44:40,0,,,"['@greenspeak', 'random', 'question', '.', 'were', 'you', 'able', 'to', 'bring', 'your', 'dog', 'on', 'the', 'plane', 'as', 'a', 'carry-on', '?', ""i've"", 'always', 'wanted', 'to', 'take', 'my', 'puppy', 'with', 'me']","['@greenspeak', 'random', 'question', '.', 'were', 'you', 'able', 'to', 'bring', 'your', 'dog', 'on', 'the', 'plane', 'as', 'a', 'carry-on', '?', ""i've"", 'always', 'wanted', 'to', 'take', 'my', 'puppy', 'with', 'me']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
278,674311770400534532,93971042,My chest feels like it's gonna collapse.,2015-12-08 19:37:08,0,,,"['my', 'chest', 'feels', 'like', ""it's"", 'gonna', 'collapse', '.']","['my', 'chest', 'feels', 'like', ""it's"", 'gonna', 'collapse', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
258,381239034040680448,553179461,"Power went out at work, we assumed it was a dome! What other reason could there be? :) @UnderTheDomeCBS @RachelleLefevre @deanjnorris",2013-09-21 02:10:43,0,,,"['power', 'went', 'out', 'at', 'work', ',', 'we', 'assumed', 'it', 'was', 'a', 'dome', '!', 'what', 'other', 'reason', 'could', 'there', 'be', '?', ':)', '@underthedomecbs', '@rachellelefevre', '@deanjnorris']","['power', 'went', 'out', 'at', 'work', ',', 'we', 'assumed', 'it', 'was', 'a', 'dome', '!', 'what', 'other', 'reason', 'could', 'there', 'be', '?', ':)', '@underthedomecbs', '@rachellelefevre', '@deanjnorris']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
856,396898358142312449,1121161903,@SammyLu92 I can be your happy pill. You just need a dose of me. Lol.,2013-11-03 07:15:17,0,,,"['@sammylu92', 'i', 'can', 'be', 'your', 'happy', 'pill', '.', 'you', 'just', 'need', 'a', 'dose', 'of', 'me', '.', 'lol', '.']","['@sammylu92', 'i', 'can', 'be', 'your', 'happy', 'pill', '.', 'you', 'just', 'need', 'a', 'dose', 'of', 'me', '.', 'lol', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
275,797318543662518272,67897503,RT @KYBass_: @leauxmichelle !!! RT @Asiyahash: FINALLY I NEEDED A DOSE OF KIM K SINCE FOREVER https://t.co/kQkv6Rtv8K,2016-11-12 06:02:08,0,,,"['rt', '@kybass_', ':', '@leauxmichelle', '!', '!', '!', 'rt', '@asiyahash', ':', 'finally', 'i', 'needed', 'a', 'dose', 'of', 'kim', 'k', 'since', 'forever', 'https://t.co/kqkv6rtv8k']","['rt', '@kybass_', ':', '@leauxmichelle', '!', '!', '!', 'rt', '@asiyahash', ':', 'finally', 'i', 'needed', 'a', 'dose', 'of', 'kim', 'k', 'since', 'forever', 'https://t.co/kqkv6rtv8k']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
812,876452103815704576,2439816552,just got prescribed with cool guy syndrome.......now im on Mastodon,2017-06-18 14:50:39,0,,,"['just', 'got', 'prescribed', 'with', 'cool', 'guy', 'syndrome', '...', 'now', 'im', 'on', 'mastodon']","['just', 'got', 'prescribed', 'with', 'cool', 'guy', 'syndrome', '...', 'now', 'im', 'on', 'mastodon']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
944,683999655403909120,4704944063,@virtuelogan you should have a band aid on that when you sleep 😅,2016-01-04 13:13:20,0,,,"['@virtuelogan', 'you', 'should', 'have', 'a', 'band', 'aid', 'on', 'that', 'when', 'you', 'sleep', '😅']","['@virtuelogan', 'you', 'should', 'have', 'a', 'band', 'aid', 'on', 'that', 'when', 'you', 'sleep', '😅']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
32,820654779303100419,140850854,"@swahiligal If face only then 2 cloves, 1/2 teaspoon bicarbonate, half a lemon and a teaspoon water.",2017-01-15 15:32:01,0,,,"['@swahiligal', 'if', 'face', 'only', 'then', '2', 'cloves', ',', '1/2', 'teaspoon', 'bicarbonate', ',', 'half', 'a', 'lemon', 'and', 'a', 'teaspoon', 'water', '.']","['@swahiligal', 'if', 'face', 'only', 'then', '2', 'cloves', ',', '1/2', 'teaspoon', 'bicarbonate', ',', 'half', 'a', 'lemon', 'and', 'a', 'teaspoon', 'water', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
777,651056611037966336,28914084,I actually made this for breakfast and it is sooo tasty! You can add a small clove of garlic too.  Probiotic... http://t.co/4FsGNotCx0,2015-10-05 15:29:26,0,,,"['i', 'actually', 'made', 'this', 'for', 'breakfast', 'and', 'it', 'is', 'sooo', 'tasty', '!', 'you', 'can', 'add', 'a', 'small', 'clove', 'of', 'garlic', 'too', '.', 'probiotic', '...', 'http://t.co/4fsgnotcx0']","['i', 'actually', 'made', 'this', 'for', 'breakfast', 'and', 'it', 'is', 'sooo', 'tasty', '!', 'you', 'can', 'add', 'a', 'small', 'clove', 'of', 'garlic', 'too', '.', 'probiotic', '...', 'http://t.co/4fsgnotcx0']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
418,441654009343254528,2183534426,@daphneefp Thank you Daphne! Hope you are having a good day! 💞,2014-03-06 19:18:16,0,,,"['@daphneefp', 'thank', 'you', 'daphne', '!', 'hope', 'you', 'are', 'having', 'a', 'good', 'day', '!', '💞']","['@daphneefp', 'thank', 'you', 'daphne', '!', 'hope', 'you', 'are', 'having', 'a', 'good', 'day', '!', '💞']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
178,472169794494791681,1959440534,You really need a dose of your own medicine,2014-05-30 00:17:06,0,,,"['you', 'really', 'need', 'a', 'dose', 'of', 'your', 'own', 'medicine']","['you', 'really', 'need', 'a', 'dose', 'of', 'your', 'own', 'medicine']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
823,904465705705381888,279015320,"Just Pinned to Female Entrepreneur Tips: How $3 Brought Me 50,000 Page Views (in 3 Days!) - a tip for bringing vir… https://t.co/ztEr8jQ6tZ https://t.co/64yci9TvDe",2017-09-03 22:06:43,0,,,"['just', 'pinned', 'to', 'female', 'entrepreneur', 'tips', ':', 'how', '$', '3', 'brought', 'me', '50,000', 'page', 'views', '(', 'in', '3', 'days', '!', ')', '-', 'a', 'tip', 'for', 'bringing', 'vir', '…', 'https://t.co/zter8jq6tz', 'https://t.co/64yci9tvde']","['just', 'pinned', 'to', 'female', 'entrepreneur', 'tips', ':', 'how', '$', '3', 'brought', 'me', '50,000', 'page', 'views', '(', 'in', '3', 'days', '!', ')', '-', 'a', 'tip', 'for', 'bringing', 'vir', '…', 'https://t.co/zter8jq6tz', 'https://t.co/64yci9tvde']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
443,786774855718957060,110195111,"RT @AndrewBucholtz: Wow, two strikeouts there. Almost like having your best reliever in a high-leverage situation can work well!",2016-10-14 03:45:17,0,,,"['rt', '@andrewbucholtz', ':', 'wow', ',', 'two', 'strikeouts', 'there', '.', 'almost', 'like', 'having', 'your', 'best', 'reliever', 'in', 'a', 'high-leverage', 'situation', 'can', 'work', 'well', '!']","['rt', '@andrewbucholtz', ':', 'wow', ',', 'two', 'strikeouts', 'there', '.', 'almost', 'like', 'having', 'your', 'best', 'reliever', 'in', 'a', 'high-leverage', 'situation', 'can', 'work', 'well', '!']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
743,638435713579655168,574316215,"I've been prescribed medication that I have to take on an empty stomach.LOL, guess I'm never recovering then.",2015-08-31 19:38:30,0,,,"[""i've"", 'been', 'prescribed', 'medication', 'that', 'i', 'have', 'to', 'take', 'on', 'an', 'empty', 'stomach.lol', ',', 'guess', ""i'm"", 'never', 'recovering', 'then', '.']","[""i've"", 'been', 'prescribed', 'medication', 'that', 'i', 'have', 'to', 'take', 'on', 'an', 'empty', 'stomach.lol', ',', 'guess', ""i'm"", 'never', 'recovering', 'then', '.']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
941,759706942486880257,456323203,I entered to #win a relaxing spa retreat for 2 in @BoironUSA #SoothingSummer #Calendula #Sweeps. https://t.co/4sB2l91vcs,2016-07-31 11:07:04,0,,,"['i', 'entered', 'to', '#win', 'a', 'relaxing', 'spa', 'retreat', 'for', '2', 'in', '@boironusa', '#soothingsummer', '#calendula', '#sweeps', '.', 'https://t.co/4sb2l91vcs']","['i', 'entered', 'to', '#win', 'a', 'relaxing', 'spa', 'retreat', 'for', '2', 'in', '@boironusa', '#soothingsummer', '#calendula', '#sweeps', '.', 'https://t.co/4sb2l91vcs']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
36,821723541838135296,369307697,Had a dream last night that I was on an adventure with Andy Bernard and Tyrion Lannister...,2017-01-18 14:18:53,0,,,"['had', 'a', 'dream', 'last', 'night', 'that', 'i', 'was', 'on', 'an', 'adventure', 'with', 'andy', 'bernard', 'and', 'tyrion', 'lannister', '...']","['had', 'a', 'dream', 'last', 'night', 'that', 'i', 'was', 'on', 'an', 'adventure', 'with', 'andy', 'bernard', 'and', 'tyrion', 'lannister', '...']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
936,885526660237471744,1601571085,RT @DoveBeerhorst: Just took all the money out my checking account 🤑 https://t.co/CC4i7oppbL,2017-07-13 15:49:42,0,,,"['rt', '@dovebeerhorst', ':', 'just', 'took', 'all', 'the', 'money', 'out', 'my', 'checking', 'account', '🤑', 'https://t.co/cc4i7oppbl']","['rt', '@dovebeerhorst', ':', 'just', 'took', 'all', 'the', 'money', 'out', 'my', 'checking', 'account', '🤑', 'https://t.co/cc4i7oppbl']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
848,849024766317142016,22150977,Watch This Girl Pop a 6-Year-Old Pimple and Try Not to Barf https://t.co/RimIJYSRu3 https://t.co/DYHkUaVlJ6,2017-04-03 22:24:13,0,,,"['watch', 'this', 'girl', 'pop', 'a', '6', '-', 'year-old', 'pimple', 'and', 'try', 'not', 'to', 'barf', 'https://t.co/rimijysru3', 'https://t.co/dyhkuavlj6']","['watch', 'this', 'girl', 'pop', 'a', '6', '-', 'year-old', 'pimple', 'and', 'try', 'not', 'to', 'barf', 'https://t.co/rimijysru3', 'https://t.co/dyhkuavlj6']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
882,516776432165736448,1288790522,My boss just handed me this and told me to drink my vitamins #goofy #surprisinglydelicious #vitaminC… http://t.co/qY3Ux0iFHL,2014-09-30 02:27:57,0,,,"['my', 'boss', 'just', 'handed', 'me', 'this', 'and', 'told', 'me', 'to', 'drink', 'my', 'vitamins', '#goofy', '#surprisinglydelicious', '#vitaminc', '…', 'http://t.co/qy3ux0ifhl']","['my', 'boss', 'just', 'handed', 'me', 'this', 'and', 'told', 'me', 'to', 'drink', 'my', 'vitamins', '#goofy', '#surprisinglydelicious', '#vitaminc', '…', 'http://t.co/qy3ux0ifhl']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
286,469790656819642368,58298314,"@AndrewRWhite Yes, fortunately it's just a clove...",2014-05-23 10:43:15,0,,,"['@andrewrwhite', 'yes', ',', 'fortunately', ""it's"", 'just', 'a', 'clove', '...']","['@andrewrwhite', 'yes', ',', 'fortunately', ""it's"", 'just', 'a', 'clove', '...']",1,<took>|<popped>|<swallowed>|<prescribed>|<recommeded>|<taking><with>|<a>|<my>|<on> <.*>* <__@DRUG@__>
